accountid,year,commulative_bill,reading_jan,usage_jan,bill_jan,penalty_jan,totalbill_jan,reading_feb,usage_feb,bill_feb,penalty_feb,totalbill_feb,reading_mar,usage_mar,bill_mar,penalty_mar,totalbill_mar,reading_apr,usage_apr,bill_apr,penalty_apr,totalbill_apr,reading_may,usage_may,bill_may,penalty_may,totalbill_may,reading_jun,usage_jun,bill_jun,penalty_jun,totalbill_jun,reading_jul,usage_jul,bill_jul,penalty_jul,totalbill_jul,reading_aug,usage_aug,bill_aug,penalty_aug,totalbill_aug,reading_sept,usage_sept,bill_sept,penalty_sept,totalbill_sept,reading_oct,usage_oct,bill_oct,penalty_oct,totalbill_oct,reading_nov,usage_nov,bill_nov,penalty_nov,totalbill_nov,reading_dec,usage_dec,bill_dec,penalty_dec,totalbill_dec
0000001831-01-2021,2021,147.0,473.0,25.0,40.0,0.0,40.0,497.0,24.0,37.0,0.0,37.0,527.0,30.0,55.0,0.0,55.0,549.0,22.0,31.0,0.0,31.0,574.0,25.0,40.0,0.0,40.0,609.0,35.0,70.0,0.0,70.0,635.0,26.0,43.0,0.0,43.0,658.0,23.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001832-01-2021,2021,25.0,368.0,43.0,94.0,0.0,94.0,444.0,76.0,193.0,0.0,193.0,504.0,60.0,145.0,0.0,145.0,551.0,47.0,106.0,0.0,106.0,610.0,59.0,142.0,0.0,142.0,654.0,44.0,97.0,0.0,97.0,683.0,29.0,52.0,0.0,52.0,702.0,19.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001833-01-2021,2021,25.0,220.0,14.0,25.0,0.0,25.0,231.0,11.0,25.0,0.0,25.0,246.0,15.0,25.0,0.0,25.0,262.0,16.0,25.0,0.0,25.0,283.0,21.0,28.0,0.0,28.0,301.0,18.0,25.0,0.0,25.0,327.0,26.0,43.0,0.0,43.0,337.0,10.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001834-01-2021,2021,118.0,2153.0,42.0,91.0,0.0,91.0,2181.0,28.0,49.0,0.0,49.0,2230.0,49.0,112.0,0.0,112.0,2278.0,48.0,109.0,0.0,109.0,2313.0,35.0,70.0,0.0,70.0,2371.0,58.0,139.0,0.0,139.0,2400.0,29.0,52.0,0.0,52.0,2451.0,51.0,118.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001835-01-2021,2021,25.0,572.0,6.0,25.0,0.0,25.0,576.0,4.0,25.0,0.0,25.0,582.0,6.0,25.0,0.0,25.0,588.0,6.0,25.0,0.0,25.0,607.0,19.0,25.0,0.0,25.0,629.0,22.0,31.0,0.0,31.0,639.0,10.0,25.0,0.0,25.0,653.0,14.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001836-01-2021,2021,25.0,165.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,166.0,1.0,25.0,0.0,25.0,166.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001837-01-2021,2021,0.0,141.0,32.0,61.0,0.0,61.0,185.0,44.0,97.0,0.0,97.0,228.0,43.0,94.0,0.0,94.0,262.0,34.0,67.0,0.0,67.0,288.0,26.0,43.0,0.0,43.0,321.0,33.0,64.0,0.0,64.0,384.0,63.0,154.0,0.0,154.0,428.0,44.0,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001838-01-2021,2021,635.0,487.0,49.0,112.0,0.0,112.0,530.0,43.0,94.0,0.0,94.0,571.0,41.0,88.0,0.0,88.0,612.0,41.0,88.0,0.0,88.0,650.0,38.0,79.0,0.0,79.0,679.0,29.0,52.0,0.0,52.0,708.0,29.0,52.0,0.0,52.0,743.0,35.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001839-01-2021,2021,0.0,205.0,8.0,25.0,0.0,25.0,212.0,7.0,25.0,0.0,25.0,228.0,16.0,25.0,0.0,25.0,245.0,17.0,25.0,0.0,25.0,265.0,20.0,25.0,0.0,25.0,315.0,50.0,115.0,0.0,115.0,375.0,60.0,145.0,0.0,145.0,405.0,30.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001840-01-2021,2021,50.0,4.0,4.0,25.0,0.0,25.0,11.0,7.0,25.0,0.0,25.0,21.0,10.0,25.0,0.0,25.0,26.0,5.0,25.0,0.0,25.0,34.0,8.0,25.0,0.0,25.0,43.0,9.0,25.0,0.0,25.0,56.0,13.0,25.0,0.0,25.0,60.0,4.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001841-01-2021,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001842-01-2021,2021,50.0,229.0,11.0,25.0,0.0,25.0,240.0,11.0,25.0,0.0,25.0,250.0,10.0,25.0,0.0,25.0,266.0,16.0,25.0,0.0,25.0,284.0,18.0,25.0,0.0,25.0,307.0,23.0,34.0,0.0,34.0,327.0,20.0,25.0,0.0,25.0,347.0,20.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001843-01-2021,2021,82.0,6517.0,1.0,25.0,0.0,25.0,6517.0,0.0,0.0,0.0,0.0,6539.0,22.0,31.0,0.0,31.0,6566.0,27.0,46.0,0.0,46.0,6602.0,36.0,73.0,0.0,73.0,6648.0,46.0,103.0,0.0,103.0,6693.0,45.0,100.0,0.0,100.0,6732.0,39.0,82.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001844-01-2021,2021,0.0,84.0,5.0,25.0,0.0,25.0,97.0,13.0,25.0,0.0,25.0,106.0,9.0,25.0,0.0,25.0,106.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001845-01-2021,2021,99.0,341.0,8.0,25.0,0.0,25.0,351.0,10.0,25.0,0.0,25.0,400.0,49.0,112.0,0.0,112.0,436.0,36.0,73.0,0.0,73.0,478.0,42.0,91.0,0.0,91.0,506.0,28.0,49.0,0.0,49.0,520.0,14.0,25.0,0.0,25.0,525.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001846-01-2021,2021,50.0,230.0,10.0,25.0,0.0,25.0,239.0,9.0,25.0,0.0,25.0,262.0,23.0,34.0,0.0,34.0,262.0,0.0,0.0,0.0,0.0,272.0,10.0,25.0,0.0,25.0,281.0,9.0,25.0,0.0,25.0,294.0,13.0,25.0,0.0,25.0,302.0,8.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001847-01-2021,2021,0.0,60.0,34.0,67.0,0.0,67.0,109.0,49.0,112.0,0.0,112.0,141.0,32.0,61.0,0.0,61.0,193.0,52.0,121.0,0.0,121.0,249.0,56.0,133.0,0.0,133.0,305.0,56.0,133.0,0.0,133.0,356.0,51.0,118.0,0.0,118.0,416.0,60.0,145.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001848-01-2021,2021,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001849-01-2021,2021,0.0,3373.0,28.0,49.0,0.0,49.0,3373.0,0.0,0.0,0.0,0.0,3373.0,0.0,0.0,0.0,0.0,3373.0,0.0,0.0,0.0,0.0,3373.0,0.0,0.0,0.0,0.0,3373.0,0.0,0.0,0.0,0.0,3373.0,0.0,0.0,0.0,0.0,3373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001850-01-2021,2021,371.0,1501.0,9.0,25.0,0.0,25.0,1552.0,51.0,118.0,0.0,118.0,1640.0,88.0,229.0,0.0,229.0,1674.0,34.0,67.0,0.0,67.0,1681.0,7.0,25.0,0.0,25.0,1694.0,13.0,25.0,0.0,25.0,1685.0,0.0,0.0,0.0,0.0,1686.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001851-01-2021,2021,280.0,1842.0,17.0,25.0,0.0,25.0,1863.0,21.0,28.0,0.0,28.0,1891.0,28.0,49.0,0.0,49.0,1905.0,14.0,25.0,0.0,25.0,1909.0,4.0,25.0,0.0,25.0,1917.0,8.0,25.0,0.0,25.0,1921.0,4.0,25.0,0.0,25.0,1927.0,6.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001852-01-2021,2021,141.0,466.0,28.0,49.0,0.0,49.0,487.0,21.0,28.0,0.0,28.0,515.0,28.0,49.0,0.0,49.0,540.0,25.0,40.0,0.0,40.0,567.0,27.0,46.0,0.0,46.0,593.0,26.0,43.0,0.0,43.0,627.0,34.0,67.0,0.0,67.0,649.0,22.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001853-01-2021,2021,75.0,209.0,19.0,25.0,0.0,25.0,228.0,19.0,25.0,0.0,25.0,258.0,30.0,55.0,0.0,55.0,273.0,15.0,25.0,0.0,25.0,274.0,1.0,25.0,0.0,25.0,287.0,13.0,25.0,0.0,25.0,291.0,4.0,25.0,0.0,25.0,296.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001854-01-2021,2021,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,667.0,1966.0,0.0,1966.0,669.0,2.0,25.0,0.0,25.0,669.0,0.0,0.0,0.0,0.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001855-01-2021,2021,84.0,325.0,13.0,25.0,0.0,25.0,349.0,24.0,37.0,0.0,37.0,350.0,1.0,25.0,0.0,25.0,393.0,43.0,94.0,0.0,94.0,415.0,22.0,31.0,0.0,31.0,424.0,9.0,25.0,0.0,25.0,432.0,8.0,25.0,0.0,25.0,455.0,23.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001856-01-2021,2021,114.0,36.0,17.0,25.0,0.0,25.0,79.0,43.0,94.0,0.0,94.0,141.0,62.0,151.0,0.0,151.0,197.0,56.0,133.0,0.0,133.0,217.0,20.0,25.0,0.0,25.0,241.0,24.0,37.0,0.0,37.0,264.0,23.0,34.0,0.0,34.0,290.0,26.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001857-01-2021,2021,25.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,0.0,25.0,7.0,1.0,25.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,9.0,2.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001858-01-2021,2021,25.0,80.0,1.0,25.0,0.0,25.0,81.0,1.0,25.0,0.0,25.0,86.0,5.0,25.0,0.0,25.0,88.0,2.0,25.0,0.0,25.0,97.0,9.0,25.0,0.0,25.0,104.0,7.0,25.0,0.0,25.0,105.0,1.0,25.0,0.0,25.0,107.0,2.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001859-01-2021,2021,223.0,491.0,14.0,25.0,0.0,25.0,503.0,12.0,25.0,0.0,25.0,508.0,5.0,25.0,0.0,25.0,521.0,13.0,25.0,0.0,25.0,541.0,20.0,25.0,0.0,25.0,555.0,14.0,25.0,0.0,25.0,591.0,36.0,73.0,0.0,73.0,601.0,10.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001860-01-2021,2021,137.0,963.0,29.0,52.0,0.0,52.0,1002.0,39.0,82.0,0.0,82.0,1047.0,45.0,100.0,0.0,100.0,1086.0,39.0,82.0,0.0,82.0,1133.0,47.0,106.0,0.0,106.0,1189.0,56.0,133.0,0.0,133.0,1217.0,28.0,49.0,0.0,49.0,1258.0,41.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001861-01-2021,2021,465.0,687.0,28.0,49.0,0.0,49.0,714.0,27.0,46.0,0.0,46.0,741.0,27.0,46.0,0.0,46.0,763.0,22.0,31.0,0.0,31.0,808.0,45.0,100.0,0.0,100.0,850.0,42.0,91.0,0.0,91.0,899.0,49.0,112.0,0.0,112.0,939.0,40.0,85.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001862-01-2021,2021,25.0,215.0,12.0,25.0,0.0,25.0,226.0,11.0,25.0,0.0,25.0,242.0,16.0,25.0,0.0,25.0,251.0,9.0,25.0,0.0,25.0,264.0,13.0,25.0,0.0,25.0,276.0,12.0,25.0,0.0,25.0,301.0,25.0,40.0,0.0,40.0,314.0,13.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001863-01-2021,2021,432.0,497.0,48.0,109.0,0.0,109.0,545.0,48.0,109.0,0.0,109.0,600.0,55.0,130.0,0.0,130.0,674.0,74.0,187.0,0.0,187.0,737.0,63.0,154.0,0.0,154.0,814.0,77.0,196.0,0.0,196.0,857.0,43.0,94.0,0.0,94.0,916.0,59.0,142.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001864-01-2021,2021,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001865-01-2021,2021,232.0,1084.0,32.0,61.0,0.0,61.0,1107.0,23.0,34.0,0.0,34.0,1140.0,33.0,64.0,0.0,64.0,1127.0,-13.0,0.0,0.0,0.0,1137.0,10.0,25.0,0.0,25.0,1170.0,33.0,64.0,0.0,64.0,1251.0,81.0,208.0,0.0,208.0,1340.0,89.0,232.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001866-01-2021,2021,343.0,405.0,10.0,25.0,0.0,25.0,400.0,0.0,0.0,0.0,0.0,398.0,-2.0,0.0,0.0,0.0,490.0,92.0,241.0,0.0,241.0,513.0,23.0,34.0,0.0,34.0,559.0,46.0,103.0,0.0,103.0,692.0,133.0,364.0,0.0,364.0,818.0,126.0,343.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001867-01-2021,2021,0.0,523.0,10.0,25.0,0.0,25.0,523.0,0.0,0.0,0.0,0.0,531.0,8.0,25.0,0.0,25.0,562.0,31.0,58.0,0.0,58.0,571.0,9.0,25.0,0.0,25.0,581.0,10.0,25.0,0.0,25.0,601.0,20.0,25.0,0.0,25.0,614.0,13.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001868-01-2021,2021,73.0,234.0,33.0,64.0,0.0,64.0,260.0,26.0,43.0,0.0,43.0,289.0,29.0,52.0,0.0,52.0,315.0,26.0,43.0,0.0,43.0,345.0,30.0,55.0,0.0,55.0,368.0,23.0,34.0,0.0,34.0,398.0,30.0,55.0,0.0,55.0,434.0,36.0,73.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001869-01-2021,2021,50.0,731.0,45.0,100.0,0.0,100.0,763.0,32.0,61.0,0.0,61.0,775.0,12.0,25.0,0.0,25.0,789.0,14.0,25.0,0.0,25.0,803.0,14.0,25.0,0.0,25.0,816.0,13.0,25.0,0.0,25.0,829.0,13.0,25.0,0.0,25.0,843.0,14.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001870-01-2021,2021,25.0,345.0,1.0,25.0,0.0,25.0,353.0,8.0,25.0,0.0,25.0,358.0,5.0,25.0,0.0,25.0,373.0,15.0,25.0,0.0,25.0,376.0,3.0,25.0,0.0,25.0,387.0,11.0,25.0,0.0,25.0,387.0,0.0,0.0,0.0,0.0,391.0,4.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001871-01-2021,2021,0.0,260.0,14.0,25.0,0.0,25.0,274.0,14.0,25.0,0.0,25.0,293.0,19.0,25.0,0.0,25.0,310.0,17.0,25.0,0.0,25.0,330.0,20.0,25.0,0.0,25.0,358.0,28.0,49.0,0.0,49.0,368.0,10.0,25.0,0.0,25.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001872-01-2021,2021,107.0,728.0,31.0,58.0,0.0,58.0,754.0,26.0,43.0,0.0,43.0,791.0,37.0,76.0,0.0,76.0,822.0,31.0,58.0,0.0,58.0,859.0,37.0,76.0,0.0,76.0,902.0,43.0,94.0,0.0,94.0,923.0,21.0,28.0,0.0,28.0,961.0,38.0,79.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001873-01-2021,2021,25.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0,2.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001874-01-2021,2021,190.0,759.0,31.0,58.0,0.0,58.0,796.0,37.0,76.0,0.0,76.0,836.0,40.0,85.0,0.0,85.0,872.0,36.0,73.0,0.0,73.0,910.0,38.0,79.0,0.0,79.0,922.0,12.0,25.0,0.0,25.0,952.0,30.0,55.0,0.0,55.0,974.0,22.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001875-01-2021,2021,25.0,362.0,5.0,25.0,0.0,25.0,378.0,16.0,25.0,0.0,25.0,398.0,20.0,25.0,0.0,25.0,418.0,20.0,25.0,0.0,25.0,437.0,19.0,25.0,0.0,25.0,454.0,17.0,25.0,0.0,25.0,477.0,23.0,34.0,0.0,34.0,488.0,11.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001876-01-2021,2021,0.0,349.0,10.0,25.0,0.0,25.0,354.0,5.0,25.0,0.0,25.0,362.0,8.0,25.0,0.0,25.0,372.0,10.0,25.0,0.0,25.0,387.0,15.0,25.0,0.0,25.0,392.0,5.0,25.0,0.0,25.0,410.0,18.0,25.0,0.0,25.0,415.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001877-01-2021,2021,176.0,948.0,51.0,118.0,0.0,118.0,994.0,46.0,103.0,0.0,103.0,1048.0,54.0,127.0,0.0,127.0,1086.0,38.0,79.0,0.0,79.0,1129.0,43.0,94.0,0.0,94.0,1171.0,42.0,91.0,0.0,91.0,1224.0,53.0,124.0,0.0,124.0,1253.0,29.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001878-01-2021,2021,348.0,1694.0,5.0,25.0,0.0,25.0,1713.0,19.0,25.0,0.0,25.0,1747.0,34.0,67.0,0.0,67.0,1789.0,42.0,91.0,0.0,91.0,1818.0,29.0,52.0,0.0,52.0,1891.0,73.0,184.0,0.0,184.0,1906.0,15.0,25.0,0.0,25.0,1964.0,58.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001879-01-2021,2021,25.0,95.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,96.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001880-01-2021,2021,105.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,43.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001881-01-2021,2021,124.0,392.0,25.0,40.0,0.0,40.0,407.0,15.0,25.0,0.0,25.0,424.0,17.0,25.0,0.0,25.0,440.0,16.0,25.0,0.0,25.0,458.0,18.0,25.0,0.0,25.0,486.0,28.0,49.0,0.0,49.0,501.0,15.0,25.0,0.0,25.0,516.0,15.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001882-01-2021,2021,25.0,225.0,18.0,25.0,0.0,25.0,237.0,12.0,25.0,0.0,25.0,287.0,50.0,115.0,0.0,115.0,308.0,21.0,28.0,0.0,28.0,330.0,22.0,31.0,0.0,31.0,368.0,38.0,79.0,0.0,79.0,406.0,38.0,79.0,0.0,79.0,422.0,16.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
